Time,Control,Theta,Phi
4.030000,-0.001154,-0.002823,-0.037804
4.035000,-0.001112,-0.002734,-0.042502
4.040000,-0.001071,-0.002645,-0.047205
4.045000,-0.001029,-0.002556,-0.051914
4.050000,-0.000987,-0.002468,-0.056628
4.055000,-0.000946,-0.002380,-0.061347
4.060000,-0.000905,-0.002292,-0.066071
4.065000,-0.000863,-0.002205,-0.070799
4.070000,-0.000822,-0.002117,-0.075531
4.075000,-0.000781,-0.002030,-0.080267
4.080000,-0.000741,-0.001943,-0.085008
4.085000,-0.000700,-0.001857,-0.089752
4.090000,-0.000659,-0.001770,-0.094499
4.095000,-0.000619,-0.001684,-0.099250
4.100000,-0.000578,-0.001598,-0.104004
4.105000,-0.000538,-0.001513,-0.108761
4.110000,-0.000498,-0.001427,-0.113520
4.115000,-0.000458,-0.001342,-0.118283
4.120000,-0.000418,-0.001257,-0.123047
4.125000,-0.000378,-0.001173,-0.127814
4.130000,-0.000338,-0.001089,-0.132582
4.135000,-0.000299,-0.001005,-0.137353
4.140000,-0.000260,-0.000921,-0.142125
4.145000,-0.000220,-0.000837,-0.146898
4.150000,-0.000181,-0.000754,-0.151673
4.155000,-0.000142,-0.000671,-0.156449
4.160000,-0.000103,-0.000589,-0.161226
4.165000,-0.000065,-0.000506,-0.166003
4.170000,-0.000026,-0.000424,-0.170781
4.175000,0.000012,-0.000342,-0.175559
4.180000,0.000050,-0.000261,-0.180337
4.185000,0.000089,-0.000180,-0.185115
4.190000,0.000127,-0.000099,-0.189893
4.195000,0.000164,-0.000018,-0.194670
4.200000,0.000202,0.000062,-0.199447
4.205000,0.000240,0.000142,-0.204223
4.210000,0.000277,0.000222,-0.208998
4.215000,0.000314,0.000301,-0.213772
4.220000,0.000351,0.000380,-0.218545
4.225000,0.000388,0.000459,-0.223316
4.230000,0.000425,0.000537,-0.228085
4.235000,0.000461,0.000615,-0.232853
4.240000,0.000498,0.000693,-0.237619
4.245000,0.000534,0.000770,-0.242382
4.250000,0.000570,0.000847,-0.247143
4.255000,0.000606,0.000924,-0.251901
4.260000,0.000642,0.001000,-0.256657
4.265000,0.000677,0.001076,-0.261410
4.270000,0.000713,0.001152,-0.266160
4.275000,0.000748,0.001228,-0.270907
4.280000,0.000783,0.001303,-0.275650
4.285000,0.000818,0.001377,-0.280389
4.290000,0.000853,0.001452,-0.285125
4.295000,0.000887,0.001526,-0.289857
4.300000,0.000922,0.001599,-0.294585
4.305000,0.000956,0.001673,-0.299309
4.310000,0.000990,0.001746,-0.304028
4.315000,0.001024,0.001818,-0.308743
4.320000,0.001058,0.001891,-0.313453
4.325000,0.001091,0.001963,-0.318159
4.330000,0.001124,0.002034,-0.322859
4.335000,0.001157,0.002105,-0.327554
4.340000,0.001190,0.002176,-0.332244
4.345000,0.001223,0.002247,-0.336928
4.350000,0.001256,0.002317,-0.341606
4.355000,0.001288,0.002386,-0.346279
4.360000,0.001320,0.002456,-0.350946
4.365000,0.001352,0.002525,-0.355607
4.370000,0.001384,0.002593,-0.360261
4.375000,0.001416,0.002661,-0.364909
4.380000,0.001447,0.002729,-0.369550
4.385000,0.001478,0.002797,-0.374185
4.390000,0.001509,0.002864,-0.378813
4.395000,0.001540,0.002931,-0.383433
4.400000,0.001571,0.002997,-0.388047
4.405000,0.001601,0.003063,-0.392653
4.410000,0.001632,0.003128,-0.397252
4.415000,0.001662,0.003193,-0.401843
4.420000,0.001691,0.003258,-0.406426
4.425000,0.001721,0.003323,-0.411002
4.430000,0.001751,0.003387,-0.415569
4.435000,0.001780,0.003450,-0.420129
4.440000,0.001809,0.003513,-0.424680
4.445000,0.001838,0.003576,-0.429222
4.450000,0.001866,0.003638,-0.433756
4.455000,0.001895,0.003700,-0.438281
4.460000,0.001923,0.003762,-0.442798
4.465000,0.001951,0.003823,-0.447305
4.470000,0.001979,0.003884,-0.451803
4.475000,0.002007,0.003944,-0.456292
4.480000,0.002034,0.004004,-0.460771
4.485000,0.002061,0.004064,-0.465241
4.490000,0.002088,0.004123,-0.469702
4.495000,0.002115,0.004182,-0.474152
4.500000,0.002142,0.004240,-0.478593
4.505000,0.002168,0.004298,-0.483023
4.510000,0.002194,0.004356,-0.487444
4.515000,0.002220,0.004413,-0.491854
4.520000,0.002246,0.004469,-0.496253
4.525000,0.002272,0.004526,-0.500642
4.530000,0.002297,0.004582,-0.505021
4.535000,0.002322,0.004637,-0.509388
4.540000,0.002347,0.004692,-0.513745
4.545000,0.002372,0.004747,-0.518091
4.550000,0.002396,0.004801,-0.522425
4.555000,0.002421,0.004855,-0.526748
4.560000,0.002445,0.004908,-0.531060
4.565000,0.002469,0.004961,-0.535361
4.570000,0.002492,0.005014,-0.539649
4.575000,0.002516,0.005066,-0.543926
4.580000,0.002539,0.005117,-0.548192
4.585000,0.002562,0.005169,-0.552445
4.590000,0.002585,0.005220,-0.556686
4.595000,0.002607,0.005270,-0.560915
4.600000,0.002630,0.005320,-0.565132
4.605000,0.002652,0.005370,-0.569336
4.610000,0.002674,0.005419,-0.573528
4.615000,0.002696,0.005468,-0.577707
4.620000,0.002717,0.005516,-0.581874
4.625000,0.002739,0.005564,-0.586027
4.630000,0.002760,0.005611,-0.590168
4.635000,0.002781,0.005658,-0.594296
4.640000,0.002801,0.005705,-0.598411
4.645000,0.002822,0.005751,-0.602512
4.650000,0.002842,0.005797,-0.606600
4.655000,0.002862,0.005842,-0.610675
4.660000,0.002882,0.005887,-0.614736
4.665000,0.002902,0.005932,-0.618784
4.670000,0.002921,0.005976,-0.622818
4.675000,0.002940,0.006019,-0.626838
4.680000,0.002959,0.006062,-0.630844
4.685000,0.002978,0.006105,-0.634837
4.690000,0.002997,0.006148,-0.638815
4.695000,0.003015,0.006190,-0.642779
4.700000,0.003033,0.006231,-0.646729
4.705000,0.003051,0.006272,-0.650665
4.710000,0.003069,0.006313,-0.654586
4.715000,0.003086,0.006353,-0.658493
4.720000,0.003104,0.006393,-0.662385
4.725000,0.003121,0.006432,-0.666262
4.730000,0.003138,0.006471,-0.670125
4.735000,0.003154,0.006510,-0.673973
4.740000,0.003171,0.006548,-0.677806
4.745000,0.003187,0.006585,-0.681624
4.750000,0.003203,0.006623,-0.685427
4.755000,0.003219,0.006659,-0.689214
4.760000,0.003235,0.006696,-0.692987
4.765000,0.003250,0.006732,-0.696744
4.770000,0.003265,0.006767,-0.700486
4.775000,0.003280,0.006803,-0.704213
4.780000,0.003295,0.006837,-0.707924
4.785000,0.003310,0.006872,-0.711619
4.790000,0.003324,0.006905,-0.715299
4.795000,0.003338,0.006939,-0.718963
4.800000,0.003352,0.006972,-0.722611
4.805000,0.003366,0.007004,-0.726243
4.810000,0.003380,0.007037,-0.729860
4.815000,0.003393,0.007068,-0.733460
4.820000,0.003406,0.007100,-0.737045
4.825000,0.003419,0.007131,-0.740613
4.830000,0.003432,0.007161,-0.744165
4.835000,0.003445,0.007191,-0.747701
4.840000,0.003457,0.007221,-0.751220
4.845000,0.003469,0.007250,-0.754723
4.850000,0.003481,0.007279,-0.758210
4.855000,0.003493,0.007308,-0.761680
4.860000,0.003505,0.007336,-0.765134
4.865000,0.003516,0.007363,-0.768571
4.870000,0.003527,0.007390,-0.771992
4.875000,0.003538,0.007417,-0.775396
4.880000,0.003549,0.007444,-0.778783
4.885000,0.003560,0.007470,-0.782153
4.890000,0.003570,0.007495,-0.785506
4.895000,0.003581,0.007520,-0.788843
4.900000,0.003591,0.007545,-0.792162
4.905000,0.003600,0.007570,-0.795465
4.910000,0.003610,0.007593,-0.798750
4.915000,0.003620,0.007617,-0.802019
4.920000,0.003629,0.007640,-0.805270
4.925000,0.003638,0.007663,-0.808504
4.930000,0.003647,0.007685,-0.811721
4.935000,0.003655,0.007707,-0.814920
4.940000,0.003664,0.007729,-0.818102
4.945000,0.003672,0.007750,-0.821267
4.950000,0.003681,0.007771,-0.824415
4.955000,0.003688,0.007791,-0.827545
4.960000,0.003696,0.007811,-0.830657
4.965000,0.003704,0.007831,-0.833752
4.970000,0.003711,0.007850,-0.836829
4.975000,0.003719,0.007869,-0.839889
4.980000,0.003726,0.007887,-0.842931
4.985000,0.003732,0.007905,-0.845956
4.990000,0.003739,0.007923,-0.848963
4.995000,0.003746,0.007940,-0.851952
5.000000,0.003752,0.007957,-0.854923
5.005000,0.003758,0.007973,-0.857877
5.010000,0.003764,0.007989,-0.860813
5.015000,0.003770,0.008005,-0.863730
5.020000,0.003776,0.008020,-0.866630
5.025000,0.003781,0.008035,-0.869513
5.030000,0.003786,0.008050,-0.872377
5.035000,0.003791,0.008064,-0.875223
5.040000,0.003796,0.008078,-0.878051
5.045000,0.003801,0.008091,-0.880861
5.050000,0.003806,0.008104,-0.883654
5.055000,0.003810,0.008117,-0.886428
5.060000,0.003814,0.008129,-0.889184
5.065000,0.003819,0.008141,-0.891922
5.070000,0.003822,0.008153,-0.894642
5.075000,0.003826,0.008164,-0.897343
